id,left,top,right,bottom
"116",504068.2,188933.9,504568.2,188433.9
"117",504068.2,188433.9,504568.2,187933.9
"118",504068.2,187933.9,504568.2,187433.9
"119",504068.2,187433.9,504568.2,186933.9
"120",504068.2,186933.9,504568.2,186433.9
"121",504068.2,186433.9,504568.2,185933.9
"122",504068.2,185933.9,504568.2,185433.9
"123",504068.2,185433.9,504568.2,184933.9
"124",504068.2,184933.9,504568.2,184433.9
"125",504068.2,184433.9,504568.2,183933.9
"126",504068.2,183933.9,504568.2,183433.9
"127",504068.2,183433.9,504568.2,182933.9
"128",504068.2,182933.9,504568.2,182433.9
"129",504068.2,182433.9,504568.2,181933.9
"130",504068.2,181933.9,504568.2,181433.9
"131",504068.2,181433.9,504568.2,180933.9
"132",504068.2,180933.9,504568.2,180433.9
"133",504068.2,180433.9,504568.2,179933.9
"134",504068.2,179933.9,504568.2,179433.9
"135",504068.2,179433.9,504568.2,178933.9
"136",504068.2,178933.9,504568.2,178433.9
"137",504068.2,178433.9,504568.2,177933.9
"138",504068.2,177933.9,504568.2,177433.9
"139",504068.2,177433.9,504568.2,176933.9
"140",504068.2,176933.9,504568.2,176433.9
"141",504068.2,176433.9,504568.2,175933.9
"142",504068.2,175933.9,504568.2,175433.9
"143",504068.2,175433.9,504568.2,174933.9
"144",504068.2,174933.9,504568.2,174433.9
"145",504068.2,174433.9,504568.2,173933.9
"146",504068.2,173933.9,504568.2,173433.9
"147",504068.2,173433.9,504568.2,172933.9
"148",504068.2,172933.9,504568.2,172433.9
"149",504068.2,172433.9,504568.2,171933.9
"150",504068.2,171933.9,504568.2,171433.9
"151",504068.2,171433.9,504568.2,170933.9
"152",504068.2,170933.9,504568.2,170433.9
"153",504068.2,170433.9,504568.2,169933.9
"154",504068.2,169933.9,504568.2,169433.9
"155",504068.2,169433.9,504568.2,168933.9
"156",504068.2,168933.9,504568.2,168433.9
"157",504068.2,168433.9,504568.2,167933.9
"158",504068.2,167933.9,504568.2,167433.9
"159",504068.2,167433.9,504568.2,166933.9
"160",504068.2,166933.9,504568.2,166433.9
"161",504068.2,166433.9,504568.2,165933.9
"162",504068.2,165933.9,504568.2,165433.9
"163",504068.2,165433.9,504568.2,164933.9
"164",504068.2,164933.9,504568.2,164433.9
"165",504068.2,164433.9,504568.2,163933.9
"166",504068.2,163933.9,504568.2,163433.9
"167",504068.2,163433.9,504568.2,162933.9
"168",504068.2,162933.9,504568.2,162433.9
"169",504068.2,162433.9,504568.2,161933.9
"170",504068.2,161933.9,504568.2,161433.9
"171",504068.2,161433.9,504568.2,160933.9
"172",504068.2,160933.9,504568.2,160433.9
"173",504068.2,160433.9,504568.2,159933.9
"174",504068.2,159933.9,504568.2,159433.9
"175",504068.2,159433.9,504568.2,158933.9
"176",504068.2,158933.9,504568.2,158433.9
"177",504068.2,158433.9,504568.2,157933.9
"178",504068.2,157933.9,504568.2,157433.9
"179",504068.2,157433.9,504568.2,156933.9
"180",504068.2,156933.9,504568.2,156433.9
"181",504068.2,156433.9,504568.2,155933.9
"182",504068.2,155933.9,504568.2,155433.9
"183",504568.2,200933.9,505068.2,200433.9
"184",504568.2,200433.9,505068.2,199933.9
"185",504568.2,199933.9,505068.2,199433.9
"186",504568.2,199433.9,505068.2,198933.9
"187",504568.2,198933.9,505068.2,198433.9
"188",504568.2,198433.9,505068.2,197933.9
"189",504568.2,197933.9,505068.2,197433.9
"190",504568.2,197433.9,505068.2,196933.9
"191",504568.2,196933.9,505068.2,196433.9
"192",504568.2,196433.9,505068.2,195933.9
"193",504568.2,195933.9,505068.2,195433.9
"194",504568.2,195433.9,505068.2,194933.9
"195",504568.2,194933.9,505068.2,194433.9
"196",504568.2,194433.9,505068.2,193933.9
"197",504568.2,193933.9,505068.2,193433.9
"198",504568.2,193433.9,505068.2,192933.9
"199",504568.2,192933.9,505068.2,192433.9
"200",504568.2,192433.9,505068.2,191933.9
"201",504568.2,191933.9,505068.2,191433.9
"202",504568.2,191433.9,505068.2,190933.9
"203",504568.2,190933.9,505068.2,190433.9
"204",504568.2,190433.9,505068.2,189933.9
"205",504568.2,189933.9,505068.2,189433.9
"206",504568.2,189433.9,505068.2,188933.9
"207",504568.2,188933.9,505068.2,188433.9
"208",504568.2,188433.9,505068.2,187933.9
"209",504568.2,187933.9,505068.2,187433.9
"210",504568.2,187433.9,505068.2,186933.9
"211",504568.2,186933.9,505068.2,186433.9
"212",504568.2,186433.9,505068.2,185933.9
"213",504568.2,185933.9,505068.2,185433.9
"214",504568.2,185433.9,505068.2,184933.9
"215",504568.2,184933.9,505068.2,184433.9
"216",504568.2,184433.9,505068.2,183933.9
"217",504568.2,183933.9,505068.2,183433.9
"218",504568.2,183433.9,505068.2,182933.9
"219",504568.2,182933.9,505068.2,182433.9
"220",504568.2,182433.9,505068.2,181933.9
"221",504568.2,181933.9,505068.2,181433.9
"222",504568.2,181433.9,505068.2,180933.9
"223",504568.2,180933.9,505068.2,180433.9
"224",504568.2,180433.9,505068.2,179933.9
"225",504568.2,179933.9,505068.2,179433.9
"226",504568.2,179433.9,505068.2,178933.9
"227",504568.2,178933.9,505068.2,178433.9
"228",504568.2,178433.9,505068.2,177933.9
"229",504568.2,177933.9,505068.2,177433.9
"230",504568.2,177433.9,505068.2,176933.9
"231",504568.2,176933.9,505068.2,176433.9
"232",504568.2,176433.9,505068.2,175933.9
"233",504568.2,175933.9,505068.2,175433.9
"234",504568.2,175433.9,505068.2,174933.9
"235",504568.2,174933.9,505068.2,174433.9
"236",504568.2,174433.9,505068.2,173933.9
"237",504568.2,173933.9,505068.2,173433.9
"238",504568.2,173433.9,505068.2,172933.9
"239",504568.2,172933.9,505068.2,172433.9
"240",504568.2,172433.9,505068.2,171933.9
"241",504568.2,171933.9,505068.2,171433.9
"242",504568.2,171433.9,505068.2,170933.9
"243",504568.2,170933.9,505068.2,170433.9
"244",504568.2,170433.9,505068.2,169933.9
"245",504568.2,169933.9,505068.2,169433.9
"246",504568.2,169433.9,505068.2,168933.9
"247",504568.2,168933.9,505068.2,168433.9
"248",504568.2,168433.9,505068.2,167933.9
"249",504568.2,167933.9,505068.2,167433.9
"250",504568.2,167433.9,505068.2,166933.9
"251",504568.2,166933.9,505068.2,166433.9
"252",504568.2,166433.9,505068.2,165933.9
"253",504568.2,165933.9,505068.2,165433.9
"254",504568.2,165433.9,505068.2,164933.9
"255",504568.2,164933.9,505068.2,164433.9
"256",504568.2,164433.9,505068.2,163933.9
"257",504568.2,163933.9,505068.2,163433.9
"258",504568.2,163433.9,505068.2,162933.9
"259",504568.2,162933.9,505068.2,162433.9
"260",504568.2,162433.9,505068.2,161933.9
"261",504568.2,161933.9,505068.2,161433.9
"262",504568.2,161433.9,505068.2,160933.9
"263",504568.2,160933.9,505068.2,160433.9
"264",504568.2,160433.9,505068.2,159933.9
"265",504568.2,159933.9,505068.2,159433.9
"266",504568.2,159433.9,505068.2,158933.9
"267",504568.2,158933.9,505068.2,158433.9
"268",504568.2,158433.9,505068.2,157933.9
"269",504568.2,157933.9,505068.2,157433.9
"270",504568.2,157433.9,505068.2,156933.9
"271",504568.2,156933.9,505068.2,156433.9
"272",504568.2,156433.9,505068.2,155933.9
"273",504568.2,155933.9,505068.2,155433.9
"274",505068.2,200933.9,505568.2,200433.9
"275",505068.2,200433.9,505568.2,199933.9
"276",505068.2,199933.9,505568.2,199433.9
"277",505068.2,199433.9,505568.2,198933.9
"278",505068.2,198933.9,505568.2,198433.9
"279",505068.2,198433.9,505568.2,197933.9
"280",505068.2,197933.9,505568.2,197433.9
"281",505068.2,197433.9,505568.2,196933.9
"282",505068.2,196933.9,505568.2,196433.9
"283",505068.2,196433.9,505568.2,195933.9
"284",505068.2,195933.9,505568.2,195433.9
"285",505068.2,195433.9,505568.2,194933.9
"286",505068.2,194933.9,505568.2,194433.9
"287",505068.2,194433.9,505568.2,193933.9
"288",505068.2,193933.9,505568.2,193433.9
"289",505068.2,193433.9,505568.2,192933.9
"290",505068.2,192933.9,505568.2,192433.9
"291",505068.2,192433.9,505568.2,191933.9
"292",505068.2,191933.9,505568.2,191433.9
"293",505068.2,191433.9,505568.2,190933.9
"294",505068.2,190933.9,505568.2,190433.9
"295",505068.2,190433.9,505568.2,189933.9
"296",505068.2,189933.9,505568.2,189433.9
"297",505068.2,189433.9,505568.2,188933.9
"298",505068.2,188933.9,505568.2,188433.9
"299",505068.2,188433.9,505568.2,187933.9
"300",505068.2,187933.9,505568.2,187433.9
"301",505068.2,187433.9,505568.2,186933.9
"302",505068.2,186933.9,505568.2,186433.9
"303",505068.2,186433.9,505568.2,185933.9
"304",505068.2,185933.9,505568.2,185433.9
"305",505068.2,185433.9,505568.2,184933.9
"306",505068.2,184933.9,505568.2,184433.9
"307",505068.2,184433.9,505568.2,183933.9
"308",505068.2,183933.9,505568.2,183433.9
"309",505068.2,183433.9,505568.2,182933.9
"310",505068.2,182933.9,505568.2,182433.9
"311",505068.2,182433.9,505568.2,181933.9
"312",505068.2,181933.9,505568.2,181433.9
"313",505068.2,181433.9,505568.2,180933.9
"314",505068.2,180933.9,505568.2,180433.9
"315",505068.2,180433.9,505568.2,179933.9
"316",505068.2,179933.9,505568.2,179433.9
"317",505068.2,179433.9,505568.2,178933.9
"318",505068.2,178933.9,505568.2,178433.9
"319",505068.2,178433.9,505568.2,177933.9
"320",505068.2,177933.9,505568.2,177433.9
"321",505068.2,177433.9,505568.2,176933.9
"322",505068.2,176933.9,505568.2,176433.9
"323",505068.2,176433.9,505568.2,175933.9
"324",505068.2,175933.9,505568.2,175433.9
"325",505068.2,175433.9,505568.2,174933.9
"326",505068.2,174933.9,505568.2,174433.9
"327",505068.2,174433.9,505568.2,173933.9
"328",505068.2,173933.9,505568.2,173433.9
"329",505068.2,173433.9,505568.2,172933.9
"330",505068.2,172933.9,505568.2,172433.9
"331",505068.2,172433.9,505568.2,171933.9
"332",505068.2,171933.9,505568.2,171433.9
"333",505068.2,171433.9,505568.2,170933.9
"334",505068.2,170933.9,505568.2,170433.9
"335",505068.2,170433.9,505568.2,169933.9
"336",505068.2,169933.9,505568.2,169433.9
"337",505068.2,169433.9,505568.2,168933.9
"338",505068.2,168933.9,505568.2,168433.9
"339",505068.2,168433.9,505568.2,167933.9
"340",505068.2,167933.9,505568.2,167433.9
"341",505068.2,167433.9,505568.2,166933.9
"342",505068.2,166933.9,505568.2,166433.9
"343",505068.2,166433.9,505568.2,165933.9
"344",505068.2,165933.9,505568.2,165433.9
"345",505068.2,165433.9,505568.2,164933.9
"346",505068.2,164933.9,505568.2,164433.9
"347",505068.2,164433.9,505568.2,163933.9
"348",505068.2,163933.9,505568.2,163433.9
"349",505068.2,163433.9,505568.2,162933.9
"350",505068.2,162933.9,505568.2,162433.9
"351",505068.2,162433.9,505568.2,161933.9
"352",505068.2,161933.9,505568.2,161433.9
"353",505068.2,161433.9,505568.2,160933.9
"354",505068.2,160933.9,505568.2,160433.9
"355",505068.2,160433.9,505568.2,159933.9
"356",505068.2,159933.9,505568.2,159433.9
"357",505068.2,159433.9,505568.2,158933.9
"358",505068.2,158933.9,505568.2,158433.9
"359",505068.2,158433.9,505568.2,157933.9
"360",505068.2,157933.9,505568.2,157433.9
"361",505068.2,157433.9,505568.2,156933.9
"362",505068.2,156933.9,505568.2,156433.9
"363",505068.2,156433.9,505568.2,155933.9
"364",505068.2,155933.9,505568.2,155433.9
"365",505568.2,200933.9,506068.2,200433.9
"366",505568.2,200433.9,506068.2,199933.9
"367",505568.2,199933.9,506068.2,199433.9
"368",505568.2,199433.9,506068.2,198933.9
"369",505568.2,198933.9,506068.2,198433.9
"370",505568.2,198433.9,506068.2,197933.9
"371",505568.2,197933.9,506068.2,197433.9
"372",505568.2,197433.9,506068.2,196933.9
"373",505568.2,196933.9,506068.2,196433.9
"374",505568.2,196433.9,506068.2,195933.9
"375",505568.2,195933.9,506068.2,195433.9
"376",505568.2,195433.9,506068.2,194933.9
"377",505568.2,194933.9,506068.2,194433.9
"378",505568.2,194433.9,506068.2,193933.9
"379",505568.2,193933.9,506068.2,193433.9
"380",505568.2,193433.9,506068.2,192933.9
"381",505568.2,192933.9,506068.2,192433.9
"382",505568.2,192433.9,506068.2,191933.9
"383",505568.2,191933.9,506068.2,191433.9
"384",505568.2,191433.9,506068.2,190933.9
"385",505568.2,190933.9,506068.2,190433.9
"386",505568.2,190433.9,506068.2,189933.9
"387",505568.2,189933.9,506068.2,189433.9
"388",505568.2,189433.9,506068.2,188933.9
"389",505568.2,188933.9,506068.2,188433.9
"390",505568.2,188433.9,506068.2,187933.9
"391",505568.2,187933.9,506068.2,187433.9
"392",505568.2,187433.9,506068.2,186933.9
"393",505568.2,186933.9,506068.2,186433.9
"394",505568.2,186433.9,506068.2,185933.9
"395",505568.2,185933.9,506068.2,185433.9
"396",505568.2,185433.9,506068.2,184933.9
"397",505568.2,184933.9,506068.2,184433.9
"398",505568.2,184433.9,506068.2,183933.9
"399",505568.2,183933.9,506068.2,183433.9
"400",505568.2,183433.9,506068.2,182933.9
"401",505568.2,182933.9,506068.2,182433.9
"402",505568.2,182433.9,506068.2,181933.9
"403",505568.2,181933.9,506068.2,181433.9
"404",505568.2,181433.9,506068.2,180933.9
"405",505568.2,180933.9,506068.2,180433.9
"406",505568.2,180433.9,506068.2,179933.9
"407",505568.2,179933.9,506068.2,179433.9
"408",505568.2,179433.9,506068.2,178933.9
"409",505568.2,178933.9,506068.2,178433.9
"410",505568.2,178433.9,506068.2,177933.9
"411",505568.2,177933.9,506068.2,177433.9
"412",505568.2,177433.9,506068.2,176933.9
"413",505568.2,176933.9,506068.2,176433.9
"414",505568.2,176433.9,506068.2,175933.9
"415",505568.2,175933.9,506068.2,175433.9
"416",505568.2,175433.9,506068.2,174933.9
"417",505568.2,174933.9,506068.2,174433.9
"418",505568.2,174433.9,506068.2,173933.9
"419",505568.2,173933.9,506068.2,173433.9
"420",505568.2,173433.9,506068.2,172933.9
"421",505568.2,172933.9,506068.2,172433.9
"422",505568.2,172433.9,506068.2,171933.9
"423",505568.2,171933.9,506068.2,171433.9
"424",505568.2,171433.9,506068.2,170933.9
"425",505568.2,170933.9,506068.2,170433.9
"426",505568.2,170433.9,506068.2,169933.9
"427",505568.2,169933.9,506068.2,169433.9
"428",505568.2,169433.9,506068.2,168933.9
"429",505568.2,168933.9,506068.2,168433.9
"430",505568.2,168433.9,506068.2,167933.9
"431",505568.2,167933.9,506068.2,167433.9
"432",505568.2,167433.9,506068.2,166933.9
"433",505568.2,166933.9,506068.2,166433.9
"434",505568.2,166433.9,506068.2,165933.9
"435",505568.2,165933.9,506068.2,165433.9
"436",505568.2,165433.9,506068.2,164933.9
"437",505568.2,164933.9,506068.2,164433.9
"438",505568.2,164433.9,506068.2,163933.9
"439",505568.2,163933.9,506068.2,163433.9
"440",505568.2,163433.9,506068.2,162933.9
"441",505568.2,162933.9,506068.2,162433.9
"442",505568.2,162433.9,506068.2,161933.9
"443",505568.2,161933.9,506068.2,161433.9
"444",505568.2,161433.9,506068.2,160933.9
"445",505568.2,160933.9,506068.2,160433.9
"446",505568.2,160433.9,506068.2,159933.9
"447",505568.2,159933.9,506068.2,159433.9
"448",505568.2,159433.9,506068.2,158933.9
"449",505568.2,158933.9,506068.2,158433.9
"450",505568.2,158433.9,506068.2,157933.9
"451",505568.2,157933.9,506068.2,157433.9
"452",505568.2,157433.9,506068.2,156933.9
"453",505568.2,156933.9,506068.2,156433.9
"454",505568.2,156433.9,506068.2,155933.9
"455",505568.2,155933.9,506068.2,155433.9
"456",506068.2,200933.9,506568.2,200433.9
"457",506068.2,200433.9,506568.2,199933.9
"458",506068.2,199933.9,506568.2,199433.9
"459",506068.2,199433.9,506568.2,198933.9
"460",506068.2,198933.9,506568.2,198433.9
"461",506068.2,198433.9,506568.2,197933.9
"462",506068.2,197933.9,506568.2,197433.9
"463",506068.2,197433.9,506568.2,196933.9
"464",506068.2,196933.9,506568.2,196433.9
"465",506068.2,196433.9,506568.2,195933.9
"466",506068.2,195933.9,506568.2,195433.9
"467",506068.2,195433.9,506568.2,194933.9
"468",506068.2,194933.9,506568.2,194433.9
"469",506068.2,194433.9,506568.2,193933.9
"470",506068.2,193933.9,506568.2,193433.9
"471",506068.2,193433.9,506568.2,192933.9
"472",506068.2,192933.9,506568.2,192433.9
"473",506068.2,192433.9,506568.2,191933.9
"474",506068.2,191933.9,506568.2,191433.9
"475",506068.2,191433.9,506568.2,190933.9
"476",506068.2,190933.9,506568.2,190433.9
"477",506068.2,190433.9,506568.2,189933.9
"478",506068.2,189933.9,506568.2,189433.9
"479",506068.2,189433.9,506568.2,188933.9
"480",506068.2,188933.9,506568.2,188433.9
"481",506068.2,188433.9,506568.2,187933.9
"482",506068.2,187933.9,506568.2,187433.9
"483",506068.2,187433.9,506568.2,186933.9
"484",506068.2,186933.9,506568.2,186433.9
"485",506068.2,186433.9,506568.2,185933.9
"486",506068.2,185933.9,506568.2,185433.9
"487",506068.2,185433.9,506568.2,184933.9
"488",506068.2,184933.9,506568.2,184433.9
"489",506068.2,184433.9,506568.2,183933.9
"490",506068.2,183933.9,506568.2,183433.9
"491",506068.2,183433.9,506568.2,182933.9
"492",506068.2,182933.9,506568.2,182433.9
"493",506068.2,182433.9,506568.2,181933.9
"494",506068.2,181933.9,506568.2,181433.9
"495",506068.2,181433.9,506568.2,180933.9
"496",506068.2,180933.9,506568.2,180433.9
"497",506068.2,180433.9,506568.2,179933.9
"498",506068.2,179933.9,506568.2,179433.9
"499",506068.2,179433.9,506568.2,178933.9
"500",506068.2,178933.9,506568.2,178433.9
"501",506068.2,178433.9,506568.2,177933.9
"502",506068.2,177933.9,506568.2,177433.9
"503",506068.2,177433.9,506568.2,176933.9
"504",506068.2,176933.9,506568.2,176433.9
"505",506068.2,176433.9,506568.2,175933.9
"506",506068.2,175933.9,506568.2,175433.9
"507",506068.2,175433.9,506568.2,174933.9
"508",506068.2,174933.9,506568.2,174433.9
"509",506068.2,174433.9,506568.2,173933.9
"510",506068.2,173933.9,506568.2,173433.9
"511",506068.2,173433.9,506568.2,172933.9
"512",506068.2,172933.9,506568.2,172433.9
"513",506068.2,172433.9,506568.2,171933.9
"514",506068.2,171933.9,506568.2,171433.9
"515",506068.2,171433.9,506568.2,170933.9
"516",506068.2,170933.9,506568.2,170433.9
"517",506068.2,170433.9,506568.2,169933.9
"518",506068.2,169933.9,506568.2,169433.9
"519",506068.2,169433.9,506568.2,168933.9
"520",506068.2,168933.9,506568.2,168433.9
"521",506068.2,168433.9,506568.2,167933.9
"522",506068.2,167933.9,506568.2,167433.9
"523",506068.2,167433.9,506568.2,166933.9
"524",506068.2,166933.9,506568.2,166433.9
"525",506068.2,166433.9,506568.2,165933.9
"526",506068.2,165933.9,506568.2,165433.9
"527",506068.2,165433.9,506568.2,164933.9
"528",506068.2,164933.9,506568.2,164433.9
"529",506068.2,164433.9,506568.2,163933.9
"530",506068.2,163933.9,506568.2,163433.9
"531",506068.2,163433.9,506568.2,162933.9
"532",506068.2,162933.9,506568.2,162433.9
"533",506068.2,162433.9,506568.2,161933.9
"534",506068.2,161933.9,506568.2,161433.9
"535",506068.2,161433.9,506568.2,160933.9
"536",506068.2,160933.9,506568.2,160433.9
"537",506068.2,160433.9,506568.2,159933.9
"538",506068.2,159933.9,506568.2,159433.9
"539",506068.2,159433.9,506568.2,158933.9
"540",506068.2,158933.9,506568.2,158433.9
"541",506068.2,158433.9,506568.2,157933.9
"542",506068.2,157933.9,506568.2,157433.9
"543",506068.2,157433.9,506568.2,156933.9
"544",506068.2,156933.9,506568.2,156433.9
"545",506068.2,156433.9,506568.2,155933.9
"546",506068.2,155933.9,506568.2,155433.9
"547",506568.2,200933.9,507068.2,200433.9
"548",506568.2,200433.9,507068.2,199933.9
"549",506568.2,199933.9,507068.2,199433.9
"550",506568.2,199433.9,507068.2,198933.9
"551",506568.2,198933.9,507068.2,198433.9
"552",506568.2,198433.9,507068.2,197933.9
"553",506568.2,197933.9,507068.2,197433.9
"554",506568.2,197433.9,507068.2,196933.9
"555",506568.2,196933.9,507068.2,196433.9
"556",506568.2,196433.9,507068.2,195933.9
"557",506568.2,195933.9,507068.2,195433.9
"558",506568.2,195433.9,507068.2,194933.9
"559",506568.2,194933.9,507068.2,194433.9
"560",506568.2,194433.9,507068.2,193933.9
"561",506568.2,193933.9,507068.2,193433.9
"562",506568.2,193433.9,507068.2,192933.9
"563",506568.2,192933.9,507068.2,192433.9
"564",506568.2,192433.9,507068.2,191933.9
"565",506568.2,191933.9,507068.2,191433.9
"566",506568.2,191433.9,507068.2,190933.9
"567",506568.2,190933.9,507068.2,190433.9
"568",506568.2,190433.9,507068.2,189933.9
"569",506568.2,189933.9,507068.2,189433.9
"570",506568.2,189433.9,507068.2,188933.9
"571",506568.2,188933.9,507068.2,188433.9
"572",506568.2,188433.9,507068.2,187933.9
"573",506568.2,187933.9,507068.2,187433.9
"574",506568.2,187433.9,507068.2,186933.9
"575",506568.2,186933.9,507068.2,186433.9
"576",506568.2,186433.9,507068.2,185933.9
"577",506568.2,185933.9,507068.2,185433.9
"578",506568.2,185433.9,507068.2,184933.9
"579",506568.2,184933.9,507068.2,184433.9
"580",506568.2,184433.9,507068.2,183933.9
"581",506568.2,183933.9,507068.2,183433.9
"582",506568.2,183433.9,507068.2,182933.9
"583",506568.2,182933.9,507068.2,182433.9
"584",506568.2,182433.9,507068.2,181933.9
"585",506568.2,181933.9,507068.2,181433.9
"586",506568.2,181433.9,507068.2,180933.9
"587",506568.2,180933.9,507068.2,180433.9
"588",506568.2,180433.9,507068.2,179933.9
"589",506568.2,179933.9,507068.2,179433.9
"590",506568.2,179433.9,507068.2,178933.9
"591",506568.2,178933.9,507068.2,178433.9
"592",506568.2,178433.9,507068.2,177933.9
"593",506568.2,177933.9,507068.2,177433.9
"594",506568.2,177433.9,507068.2,176933.9
"595",506568.2,176933.9,507068.2,176433.9
"596",506568.2,176433.9,507068.2,175933.9
"597",506568.2,175933.9,507068.2,175433.9
"598",506568.2,175433.9,507068.2,174933.9
"599",506568.2,174933.9,507068.2,174433.9
"600",506568.2,174433.9,507068.2,173933.9
"601",506568.2,173933.9,507068.2,173433.9
"602",506568.2,173433.9,507068.2,172933.9
"603",506568.2,172933.9,507068.2,172433.9
"604",506568.2,172433.9,507068.2,171933.9
"605",506568.2,171933.9,507068.2,171433.9
"606",506568.2,171433.9,507068.2,170933.9
"607",506568.2,170933.9,507068.2,170433.9
